Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AS,IFAS
1975,Bernie Harris,PF,24,BUF,11,,25,3.6,0.21,,0.182,8.5,23.5,16.3,4.9,0,2,,,-0.1,0,-0.1,-0.19,-12.8,-2.7,-15.5,-0.1,2,11,0.182,,,,2,11,0.182,0.182,1,2,0.5,2,6,8,1,0,1,,0,5,0,0
1975,Steve Hawes,C,24,HOU,55,,897,16.7,0.536,,0.197,9.9,24.4,17.1,13.7,1.9,2.2,,,1.3,1.2,2.5,0.132,-0.1,1.7,1.6,0.8,140,279,0.502,,,,140,279,0.502,0.502,45,55,0.818,80,195,275,88,36,36,,99,325,0,0
1975,Tom Henderson,PG,23,ATL,79,,2131,13.8,0.451,,0.27,2.2,7.8,4.9,21.3,2.2,0.2,,,1,1.4,2.4,0.054,-0.4,-0.9,-1.2,0.4,367,893,0.411,,,,367,893,0.411,0.411,168,241,0.697,51,161,212,314,105,7,,149,902,0,0
1975,Greg Jackson,SG,22,TOT,49,,802,7.6,0.448,,0.352,2.4,6.5,4.4,15.7,1.3,0.6,,,-0.5,0.4,-0.1,-0.005,-4.1,-1.1,-5.2,-0.6,73,176,0.415,,,,73,176,0.415,0.415,36,62,0.581,19,50,69,96,23,9,,130,182,0,0
1975,Wardell Jackson,SF,23,SEA,56,,939,7,0.445,,0.293,5.8,8.8,7.3,4.1,1.3,0.3,,,-0.2,0.5,0.3,0.015,-4.6,-0.9,-5.4,-0.8,96,242,0.397,,,,96,242,0.397,0.397,51,71,0.718,53,80,133,30,26,5,,126,243,0,0
1975,Aaron James,SF,22,NOJ,76,,1731,14.4,0.516,,0.244,7.8,13.5,10.6,6.1,1,0.5,,,1.8,1.1,2.9,0.08,-1,-2.3,-3.3,-0.6,370,776,0.477,,,,370,776,0.477,0.477,147,189,0.778,140,226,366,66,41,15,,217,887,0,0
1975,Mickey Johnson,PF,22,CHI,38,,291,17.6,0.498,,0.492,11.6,22.3,17,11.2,1.7,2.1,,,0.1,0.6,0.7,0.117,0.3,-0.2,0.1,0.2,53,118,0.449,,,,53,118,0.449,0.449,37,58,0.638,32,62,94,20,10,11,,57,143,0,0
1975,Jimmy Jones,PG,30,WSB,73,,1424,13.2,0.559,,0.355,2.5,7.1,4.8,15.1,2.4,0.4,,,1.8,2.2,4.1,0.137,-0.2,1,0.8,1,207,400,0.518,,,,207,400,0.518,0.518,103,142,0.725,36,101,137,162,76,10,,190,517,0,0
1975,Frank Kendrick,SF,24,GSW,24,,121,20.3,0.461,,0.286,15.2,13.8,14.5,7.3,4.1,1.3,,,0.1,0.2,0.3,0.119,0.7,-2.3,-1.6,0,31,77,0.403,,,,31,77,0.403,0.403,18,22,0.818,19,17,36,6,11,3,,22,80,0,0
1975,Len Kosmalski,C,23,KCO,67,,413,10,0.47,,0.349,7.8,22.1,14.9,13.3,0.7,0.8,,,0,0.5,0.5,0.055,-3.9,0.2,-3.7,-0.2,33,83,0.398,,,,33,83,0.398,0.398,24,29,0.828,31,88,119,41,6,6,,64,90,0,0
1975,Bill Ligon,SG,22,DET,38,,272,11.8,0.409,,0.175,5.7,4.8,5.3,14.5,1.4,1.8,,,-0.4,0.1,-0.2,-0.043,-3.6,-3.5,-7.1,-0.4,55,143,0.385,,,,55,143,0.385,0.385,16,25,0.64,14,12,26,25,8,9,,31,126,0,0
1975,Phil Lumpkin,PG,23,POR,48,,792,11.5,0.488,,0.205,1.4,6.2,3.9,29.8,1.2,0.2,,,0.2,0.3,0.5,0.031,-2.5,-2.8,-5.4,-0.7,86,190,0.453,,,,86,190,0.453,0.453,30,39,0.769,10,49,59,177,20,3,,80,202,0,0
1975,Glenn McDonald,SF,22,BOS,62,,395,9.7,0.424,,0.203,5.1,12,8.6,8.3,0.9,0.6,,,-0.3,0.5,0.2,0.022,-4.8,-2.4,-7.2,-0.5,70,182,0.385,,,,70,182,0.385,0.385,28,37,0.757,20,48,68,24,8,5,,58,168,0,0
1975,Eric Money,SG,19,DET,66,,889,11.3,0.471,,0.141,3.4,7.5,5.4,16.9,1.8,0.1,,,0,0.4,0.3,0.019,-2.1,-2.2,-4.3,-0.5,144,319,0.451,,,,144,319,0.451,0.451,31,45,0.689,27,61,88,101,33,2,,121,319,0,0
1975,Connie Norman,SG,21,PHI,12,,72,19.4,0.53,,0.068,4.2,12.8,8.4,10.7,1.9,0.7,,,0.1,0.1,0.2,0.12,0.5,-3,-2.5,0,23,44,0.523,,,,23,44,0.523,0.523,2,3,0.667,3,9,12,4,3,1,,9,48,0,0
1975,Kevin Restani,PF,23,MIL,76,,1755,9.7,0.458,,0.115,8.1,15.7,12,8.9,1,0.6,,,0.5,1.5,2,0.055,-2.9,0.7,-2.2,-0.1,188,427,0.44,,,,188,427,0.44,0.44,35,49,0.714,131,272,403,119,36,19,,172,411,0,0
1975,Truck Robinson,PF,23,WSB,76,,995,15.1,0.498,,0.293,9.5,20.9,15.2,5.7,1.6,1.7,,,0.6,2.1,2.7,0.13,-2,0.3,-1.7,0.1,191,393,0.486,,,,191,393,0.486,0.486,60,115,0.522,94,207,301,40,36,32,,132,442,2,1
1975,Campy Russell,SF,23,CLE,68,,754,15.8,0.484,,0.452,6,15.4,10.7,9.1,1.3,0.2,,,0.4,0.7,1.1,0.069,-0.8,-3.2,-4,-0.4,150,365,0.411,,,,150,365,0.411,0.411,124,165,0.752,43,109,152,45,21,3,,100,424,1,1
1975,Fred Saunders,SF,23,PHO,69,,1059,13.2,0.467,,0.234,7.8,16.8,12.3,11,1.8,0.8,,,0.2,1.1,1.3,0.06,-2,-0.4,-2.5,-0.1,176,406,0.433,,,,176,406,0.433,0.433,66,95,0.695,82,171,253,80,41,15,,151,418,0,0
1975,Tal Skinner,SF,22,SEA,73,,1574,9,0.445,,0.28,8.8,13.7,11.2,6.9,1.4,0.6,,,0.1,1.3,1.5,0.045,-3.4,0.7,-2.7,-0.3,142,347,0.409,,,,142,347,0.409,0.409,63,97,0.649,135,209,344,85,49,17,,161,347,0,0
1975,Don Smith,SG,23,PHI,54,,538,12.6,0.428,,0.065,2.6,3,2.8,14.7,1.7,0.3,,,-0.2,0.3,0,0.004,-3,-4.2,-7.2,-0.7,131,321,0.408,,,,131,321,0.408,0.408,21,21,1,14,16,30,47,20,3,,45,283,0,0
1975,Phil Smith,SG,22,GSW,74,,1055,17.6,0.533,,0.341,4.7,8.3,6.5,17.5,2.6,0,,,2,0.9,2.9,0.132,1.7,-1.8,-0.1,0.5,221,464,0.476,,,,221,464,0.476,0.476,127,158,0.804,51,89,140,135,62,0,,141,569,2,1
1975,Mike Sojourner,C,21,ATL,73,,2129,14.1,0.507,,0.188,8.5,21.7,14.7,6.4,0.7,1.4,,,2.7,1.9,4.7,0.106,-1.1,-0.1,-1.2,0.4,378,775,0.488,,,,378,775,0.488,0.488,95,146,0.651,196,446,642,93,35,57,,217,851,0,0
1975,Kevin Stacom,SG,23,BOS,61,,447,12,0.499,,0.208,6.7,5.5,6.1,14.7,1.1,0.3,,,0.4,0.4,0.9,0.092,-1.2,-1.7,-2.9,-0.1,72,159,0.453,,,,72,159,0.453,0.453,29,33,0.879,30,25,55,49,11,3,,65,173,0,0
1975,George Thompson,SG,27,MIL,73,,1983,12.7,0.497,,0.31,2.7,6.7,4.8,15.8,1.6,0.2,,,1.4,1.2,2.7,0.064,-0.7,-1.2,-1.9,0.1,306,691,0.443,,,,306,691,0.443,0.443,168,214,0.785,50,131,181,225,66,6,,203,780,0,0
1975,Dean Tolson,PF,23,SEA,19,,87,17.6,0.483,,0.459,14.1,11.8,13,8.3,2.1,3.6,,,0.1,0.1,0.2,0.097,-0.1,-0.5,-0.6,0,16,37,0.432,,,,16,37,0.432,0.432,11,17,0.647,12,10,22,5,4,6,,12,43,0,0
1975,Foots Walker,PG,23,CLE,72,,1070,14.2,0.463,,0.425,4.7,9.8,7.2,23.8,3.6,0.4,,,0.1,1.4,1.5,0.067,-0.3,1.3,1.1,0.8,111,275,0.404,,,,111,275,0.404,0.404,80,117,0.684,47,99,146,192,80,7,,126,302,0,0
1975,Bill Walton,C,22,POR,35,,1153,20,0.553,,0.397,8.8,30.4,20,20.5,1.2,4.3,,,1.5,2.2,3.6,0.151,1.5,4.3,5.9,2.3,177,345,0.513,,,,177,345,0.513,0.513,94,137,0.686,92,349,441,167,29,94,,115,448,2,1
1975,Perry Warbington,PG,22,PHI,5,,70,3.1,0.229,,0.095,2.9,8.8,5.8,29.2,0,0,,,-0.3,0,-0.3,-0.178,-8.1,-3.3,-11.4,-0.2,4,21,0.19,,,,4,21,0.19,0.19,2,2,1,2,6,8,16,0,0,,16,10,0,0
1975,Stan Washington,SG,23,WSB,1,,4,-10.3,0,,0,0,0,0,0,0,0,,,0,0,0,-0.195,-16,-1.8,-17.8,0,0,1,0,,,,0,1,0,0,0,0,,0,0,0,0,0,0,,1,0,0,0
1975,Scott Wedman,SF,22,KCO,80,,2554,12,0.505,,0.211,8.2,11.7,10,7.4,1.5,0.6,,,2.5,2.3,4.8,0.091,-1.1,0.2,-0.8,0.8,375,806,0.465,,,,375,806,0.465,0.465,139,170,0.818,202,288,490,129,81,27,,270,889,2,1
1975,Owen Wells,SF,24,HOU,33,,214,12.9,0.451,,0.22,6.2,12,9.1,15.2,2,0.8,,,-0.1,0.2,0.1,0.018,-2.1,-2,-4.1,-0.1,42,100,0.42,,,,42,100,0.42,0.42,15,22,0.682,12,23,35,22,9,3,,38,99,0,0
1975,Jamaal Wilkes,SF,21,GSW,82,,2515,15.3,0.473,,0.192,7.8,18.2,13,9.8,1.9,0.5,,,2.3,2.8,5.1,0.097,-0.9,-0.3,-1.2,0.5,502,1135,0.442,,,,502,1135,0.442,0.442,160,218,0.734,203,468,671,183,107,22,,222,1164,3,1
1975,Earl Williams,C,23,PHO,79,,1040,15.2,0.422,,0.261,15.2,30.1,22.5,13.1,1.2,1.7,,,-0.5,1.6,1,0.048,-2.1,0.5,-1.6,0.1,163,394,0.414,,,,163,394,0.414,0.414,45,103,0.437,156,300,456,95,28,32,,146,371,0,0
1975,Bobby Wilson,SG,24,CHI,48,,425,20.4,0.551,,0.258,4.5,8.4,6.4,16.1,2.5,0.1,,,1,0.6,1.6,0.181,3.2,-2.1,1.1,0.3,115,225,0.511,,,,115,225,0.511,0.511,46,58,0.793,18,34,52,36,22,1,,54,276,0,0
1975,Brian Winters,SG,22,LAL,68,,1516,14.7,0.467,,0.114,2.5,6.2,4.4,20.7,2.2,0.6,,,0.4,0.7,1.1,0.035,-0.6,-2.3,-2.9,-0.3,359,810,0.443,,,,359,810,0.443,0.443,76,92,0.826,39,99,138,195,74,18,,168,794,2,1
1976,Alvan Adams,C,21,PHO,80,,2656,21.7,0.507,,0.265,8.9,20.7,14.9,27.2,2.1,2.4,,,3.3,3.9,7.2,0.13,4.3,2.4,6.7,5.8,629,1341,0.469,,,,629,1341,0.469,0.469,261,355,0.735,215,512,727,450,121,116,,274,1519,1,1
1976,Jerome Anderson,SG,22,BOS,22,,126,13,0.586,,0.356,3.1,7,5.1,6.9,1.1,1.2,,,0.2,0.1,0.3,0.12,-0.9,-1.8,-2.7,0,25,45,0.556,,,,25,45,0.556,0.556,11,16,0.688,4,9,13,6,3,3,,25,61,0,0
1976,Jerry Baskerville,SF,24,PHI,21,,105,8,0.393,,0.615,12,13.8,12.9,3.6,2.6,2.4,,,-0.2,0.2,0,-0.019,-4.9,0.2,-4.7,-0.1,8,26,0.308,,,,8,26,0.308,0.308,10,16,0.625,13,15,28,3,6,5,,32,26,0,0
1976,Bob Bigelow,SF,22,KCK,31,,163,10,0.455,,0.702,5.6,12.7,9.1,7.4,1.1,0.3,,,0,0.1,0,0.014,-4.6,-2.5,-7.1,-0.2,16,47,0.34,,,,16,47,0.34,0.34,24,33,0.727,9,20,29,9,4,1,,18,56,0,0
1976,Tom Boswell,PF,22,BOS,35,,275,8.8,0.463,,0.258,9.3,16.1,12.7,7.8,0.3,0.2,,,-0.1,0.3,0.2,0.029,-3.2,-1.8,-5,-0.2,41,93,0.441,,,,41,93,0.441,0.441,14,24,0.583,26,45,71,16,2,1,,70,96,0,0
1976,Junior Bridgeman,SF,22,MIL,81,,1646,13.7,0.485,,0.247,7.4,11.1,9.3,13.7,1.5,0.7,,,0.8,1.2,2.1,0.06,-0.3,-0.8,-1.1,0.4,286,651,0.439,,,,286,651,0.439,0.439,128,161,0.795,113,181,294,157,52,21,,235,700,0,0
1976,Joe Bryant,PF,21,PHI,75,,1203,13.3,0.452,,0.266,7.8,14.5,11.2,7.5,1.6,1,,,0,1.3,1.3,0.052,-2.7,-1.6,-4.3,-0.7,233,552,0.422,,,,233,552,0.422,0.422,92,147,0.626,97,181,278,61,44,23,,165,558,0,0
1976,Al Carlson,C,24,SEA,28,,279,9,0.392,,0.367,10.8,16.3,13.5,5.8,1.1,2.1,,,-0.2,0.3,0.1,0.012,-5,-0.3,-5.3,-0.2,27,79,0.342,,,,27,79,0.342,0.342,18,29,0.621,30,43,73,13,7,11,,39,72,0,0
1976,Jim Creighton,SF,25,ATL,32,,172,5.5,0.31,,0.372,7.6,19.8,13.5,3,0.5,2.8,,,-0.4,0.1,-0.2,-0.063,-8.8,-1.1,-9.9,-0.3,12,43,0.279,,,,12,43,0.279,0.279,7,16,0.438,13,32,45,4,2,9,,23,31,0,0
1976,Darryl Dawkins,C,19,PHI,37,,165,14.3,0.486,,0.293,8.8,19.9,14.3,2.9,0.5,2.8,,,-0.1,0.2,0.1,0.041,-3.7,-4,-7.7,-0.2,41,82,0.5,,,,41,82,0.5,0.5,8,24,0.333,15,34,49,3,2,9,,40,90,0,0
1976,Henry Dickerson,SG,24,DET,17,,112,4.6,0.388,,0.552,2.7,0,1.4,8.8,0.8,0.5,,,-0.2,0,-0.2,-0.07,-5.9,-3.3,-9.2,-0.2,9,29,0.31,,,,9,29,0.31,0.31,10,16,0.625,3,0,3,8,2,1,,17,28,0,0
1976,Eric Fernsten,C,22,TOT,37,,268,14.3,0.45,,0.43,8.8,18.2,13.2,10.8,1.3,3,,,0.1,0.4,0.5,0.089,-2.8,0.9,-1.9,0,33,86,0.384,,,,33,86,0.384,0.384,26,37,0.703,25,45,70,19,7,14,,21,92,0,0
1976,Larry Fogle,SG,22,NYK,2,,14,-0.5,0.2,,0,7.2,14.9,11,0,3.3,0,,,-0.1,0,0,-0.163,-12.2,-2.7,-14.9,0,1,5,0.2,,,,1,5,0.2,0.2,0,0,,1,2,3,0,1,0,,4,2,0,0
1976,Don Ford,SF,23,LAL,76,,1838,11.6,0.471,,0.196,6.4,10.8,8.7,8.3,1.2,0.4,,,0.7,1.2,2,0.051,-2.4,-1.3,-3.7,-0.8,311,710,0.438,,,,311,710,0.438,0.438,104,139,0.748,118,215,333,111,50,14,,186,726,0,0
1976,World B.,SG,22,PHI,71,,1121,14.8,0.48,,0.349,5.5,5.2,5.4,14.1,1.5,0.3,,,0.9,0.6,1.5,0.064,-0.4,-2.8,-3.3,-0.4,239,533,0.448,,,,239,533,0.448,0.448,112,186,0.602,64,61,125,104,37,6,,107,590,0,0
1976,Donnie Freeman,SG,31,LAL,64,,1480,14.5,0.497,,0.328,4.8,6.8,5.8,16,1.7,0.4,,,1.5,0.9,2.4,0.078,-0.1,-1.7,-1.8,0.1,263,606,0.434,,,,263,606,0.434,0.434,163,199,0.819,72,108,180,171,57,11,,160,689,0,0
1976,Kevin Grevey,SF,22,WSB,56,,504,10,0.44,,0.272,5.1,7.2,6.2,7.6,1.2,0.3,,,-0.3,0.5,0.1,0.011,-4.2,-2.5,-6.7,-0.6,79,213,0.371,,,,79,213,0.371,0.371,52,58,0.897,24,36,60,27,13,3,,65,210,0,0
1976,Bob Gross,SF,22,POR,76,,1474,15.6,0.557,,0.355,9.8,11.4,10.6,15.3,2.8,1.5,,,1.8,1.9,3.8,0.123,0.9,1.9,2.9,1.8,209,400,0.523,,,,209,400,0.523,0.523,97,142,0.683,138,169,307,163,91,43,,186,515,0,0
1976,Lindsay Hairston,SF,24,DET,47,,651,14.8,0.492,,0.491,10.1,18.4,14.2,4.4,1.5,2.6,,,0.3,0.7,1,0.075,-1.9,-0.8,-2.7,-0.1,104,228,0.456,,,,104,228,0.456,0.456,65,112,0.58,65,114,179,21,21,32,,84,273,0,0
1976,Glenn Hansen,SG,23,KCK,66,,1145,11.2,0.457,,0.279,6.8,9.9,8.3,8.4,1.9,0.6,,,0,0.8,0.8,0.032,-2.8,-1.2,-4.1,-0.6,173,420,0.412,,,,173,420,0.412,0.412,85,117,0.726,77,110,187,67,47,13,,144,431,0,0
1976,Robert Hawkins,SG,21,GSW,32,,153,25,0.536,,0.298,10.2,8.6,9.4,17.9,2.9,2.7,,,0.4,0.3,0.6,0.196,5.9,-0.7,5.2,0.3,53,104,0.51,,,,53,104,0.51,0.51,20,31,0.645,16,14,30,16,10,8,,31,126,0,0
1976,Wilbur Holland,SG,24,ATL,33,,351,13.2,0.421,,0.16,4.3,7.9,6,12.5,2.6,0.3,,,-0.3,0.2,-0.1,-0.018,-2.4,-3.3,-5.7,-0.3,85,213,0.399,,,,85,213,0.399,0.399,22,34,0.647,15,26,41,26,20,2,,48,192,0,0
1976,Lionel Hollins,PG,22,POR,74,,1891,14.3,0.472,,0.335,2.2,7.2,4.7,23.1,3.1,0.8,,,-0.4,2.2,1.8,0.047,-0.8,-0.1,-0.9,0.5,311,738,0.421,,,,311,738,0.421,0.421,178,247,0.721,39,136,175,306,131,28,,235,800,1,1
1976,Steve Jones,SG,33,POR,64,,819,12.1,0.491,,0.247,1.7,7.5,4.7,11.6,0.9,0.4,,,0.3,0.5,0.8,0.047,-3.2,-3.3,-6.5,-0.9,168,380,0.442,,,,168,380,0.442,0.442,78,94,0.83,13,62,75,63,17,6,,96,414,0,0
1976,Rich Kelley,C,22,NOJ,75,,1346,19.3,0.562,,0.541,14.1,25,19.5,16.3,1.7,2.4,,,2.4,2.4,4.8,0.171,2.7,2.7,5.4,2.5,184,379,0.485,,,,184,379,0.485,0.485,159,205,0.776,193,335,528,155,52,60,,209,527,0,0
1976,Tom Kropp,SG,22,WSB,25,,72,3.9,0.291,,0.2,7.5,14,10.8,14.6,1.3,0,,,-0.3,0.1,-0.2,-0.16,-7.7,-1.6,-9.3,-0.1,7,30,0.233,,,,7,30,0.233,0.233,5,6,0.833,5,10,15,8,2,0,,20,19,0,0
1976,C.J. Kupec,SF,23,LAL,16,,55,9.7,0.301,,0.275,7.2,32,20,12.7,2.4,0,,,-0.3,0.1,-0.2,-0.198,-9.6,-3.2,-12.8,-0.2,10,40,0.25,,,,10,40,0.25,0.25,7,11,0.636,4,19,23,5,3,0,,7,27,0,0
1976,John Lambert,PF,23,CLE,54,,333,13.9,0.487,,0.336,11,20.8,15.7,6.5,1.1,2,,,0.3,0.5,0.7,0.108,-1.8,-0.4,-2.2,0,49,110,0.445,,,,49,110,0.445,0.445,25,37,0.676,37,65,102,16,8,12,,54,123,0,0
1976,John Laskowski,SG,22,CHI,71,,1570,11.3,0.441,,0.174,3.1,11.5,7,5.8,1.7,0.4,,,0.2,1.5,1.7,0.051,-3.7,-1.2,-4.9,-1.2,284,690,0.412,,,,284,690,0.412,0.412,87,120,0.725,52,167,219,55,56,10,,90,655,0,0
1976,Greg Lee,PG,24,POR,5,,35,12.8,0.615,,0.5,0,5.7,2.9,38.9,2.5,0,,,0,0,0,0.041,-2.1,-4,-6.1,0,2,4,0.5,,,,2,4,0.5,0.5,2,2,1,0,2,2,11,2,0,,6,6,0,0
1976,Clyde Mayes,PF,22,MIL,65,,948,11.1,0.489,,0.391,11,17.7,14.4,5.2,0.4,2.3,,,0.2,0.9,1,0.053,-3,-0.6,-3.5,-0.4,114,248,0.46,,,,114,248,0.46,0.46,56,97,0.577,97,166,263,37,9,42,,154,284,0,0
1976,Ken Mayfield,SG,27,NYK,13,,64,7.3,0.391,,0.065,1.6,11.4,6.4,10.4,0,0,,,-0.2,0,-0.2,-0.134,-5.8,-6.4,-12.2,-0.2,17,46,0.37,,,,17,46,0.37,0.37,3,3,1,1,7,8,4,0,0,,18,37,0,0
1976,Jim McElroy,PG,22,NOJ,51,,1134,12.5,0.556,,0.372,3,6.7,4.8,13.3,1.7,0.2,,,1.7,0.9,2.6,0.108,-1,-0.2,-1.3,0.2,151,296,0.51,,,,151,296,0.51,0.51,81,110,0.736,34,76,110,107,44,4,,70,383,0,0
1976,George McGinnis,PF,25,PHI,77,,2946,21.3,0.482,,0.414,8.5,23.1,15.9,18.7,3,0.7,,,3.1,5.5,8.5,0.139,3.4,2,5.4,5.5,647,1552,0.417,,,,647,1552,0.417,0.417,475,642,0.74,260,707,967,359,198,41,,334,1769,3,1
1976,Tom McMillen,C,23,BUF,50,,708,11.5,0.474,,0.243,9.8,17.4,13.7,13,0.4,0.4,,,0.2,0.6,0.8,0.055,-2.4,-1.1,-3.5,-0.3,96,222,0.432,,,,96,222,0.432,0.432,41,54,0.759,64,122,186,69,7,6,,87,233,0,0
1976,Joe Meriweather,C,22,HOU,81,,2042,14.4,0.526,,0.349,8.9,18.2,13.7,5.5,0.8,3.1,,,2.3,1.6,3.8,0.09,-1.7,-0.5,-2.2,-0.1,338,684,0.494,,,,338,684,0.494,0.494,154,239,0.644,163,353,516,82,36,120,,219,830,0,0
1976,Dave Meyers,PF,22,MIL,72,,1589,13.4,0.47,,0.445,8.2,20.6,14.6,8.4,2.1,0.8,,,0.3,2.1,2.4,0.072,-2.2,0.9,-1.3,0.3,198,472,0.419,,,,198,472,0.419,0.419,135,210,0.643,121,324,445,100,72,25,,145,531,0,0
1976,Frank Oleynick,SG,20,SEA,52,,650,10.9,0.439,,0.244,1.5,5.7,3.6,11.6,1.4,0.5,,,-0.2,0.3,0.1,0.005,-3.9,-3.3,-7.2,-0.9,127,316,0.402,,,,127,316,0.402,0.402,53,77,0.688,10,35,45,53,21,6,,62,307,0,0
1976,Cliff Pondexter,PF,21,CHI,75,,1326,13.1,0.472,,0.479,8.1,21.9,14.5,10.2,1,1.1,,,0.6,1.6,2.2,0.081,-2.3,0.4,-1.8,0.1,156,380,0.411,,,,156,380,0.411,0.411,122,182,0.67,113,268,381,90,28,26,,134,434,0,0
1976,Bill Robinzine,PF,23,KCK,75,,1327,14.6,0.514,,0.397,9.7,17.7,13.7,6.7,2.7,0.3,,,0.8,1.6,2.4,0.087,-0.5,-1,-1.5,0.2,229,499,0.459,,,,229,499,0.459,0.459,145,198,0.732,128,227,355,60,80,8,,290,603,0,0
1976,John Roche,SG,26,LAL,15,,52,0.9,0.254,,0.286,0,5.3,2.8,13.7,0,0,,,-0.2,0,-0.2,-0.151,-10.3,-3.9,-14.2,-0.2,3,14,0.214,,,,3,14,0.214,0.214,2,4,0.5,0,3,3,6,0,0,,7,8,0,0
1976,Bruce Seals,SF,22,SEA,81,,2435,11.5,0.475,,0.3,6.5,15.2,10.7,6.6,1.2,1,,,0.8,2.1,2.9,0.057,-2.2,-0.5,-2.7,-0.4,388,889,0.436,,,,388,889,0.436,0.436,181,267,0.678,157,350,507,119,64,44,,314,957,0,0
1976,Ed Searcy,SF,23,BOS,4,,12,5.6,0.436,,0.333,0,0,0,11.5,0,0,,,0,0,0,-0.086,-5.8,-8.1,-13.9,0,2,6,0.333,,,,2,6,0.333,0.333,2,2,1,0,0,0,1,0,0,,4,6,0,0
1976,Gene Short,SF,22,TOT,34,,222,9.8,0.4,,0.352,8.7,13.7,11.1,6.2,1.7,0.7,,,-0.3,0.2,-0.1,-0.025,-4.5,-2.1,-6.6,-0.3,32,91,0.352,,,,32,91,0.352,0.352,20,32,0.625,19,29,48,10,8,3,,36,84,0,0
1976,John Shumate,PF,23,TOT,75,,1976,17.3,0.596,,0.551,7.9,21.6,14.9,9.2,1.9,0.9,,,3.8,2.7,6.5,0.158,0.7,0.6,1.3,1.6,332,592,0.561,,,,332,592,0.561,0.561,212,326,0.65,143,411,554,127,82,34,,159,876,0,0
1976,Ricky Sobers,SG,23,PHO,78,,1898,13.1,0.507,,0.308,4.6,10.1,7.4,15.9,2.5,0.2,,,0.9,1.9,2.8,0.072,-0.8,-0.1,-0.9,0.5,280,623,0.449,,,,280,623,0.449,0.449,158,192,0.823,80,179,259,215,106,7,,253,718,0,0
1976,Terry Thomas,PF,22,DET,28,,136,16.3,0.495,,0.446,11.2,16.2,13.7,3.2,1.3,0.8,,,0.1,0.1,0.2,0.082,-1.5,-4.6,-6.1,-0.1,28,65,0.431,,,,28,65,0.431,0.431,21,29,0.724,15,21,36,3,4,2,,21,77,0,0
1976,Rudy White,SG,22,HOU,32,,284,12.5,0.451,,0.245,5.1,9.2,7.2,14.1,3.1,0.9,,,0,0.2,0.2,0.036,-2.7,-0.6,-3.3,-0.1,42,102,0.412,,,,42,102,0.412,0.412,18,25,0.72,13,25,38,30,19,5,,32,102,0,0
1976,Gus Williams,PG,22,GSW,77,,1728,17,0.473,,0.273,3.5,5.3,4.4,19.3,3.6,0.8,,,1.6,2.6,4.2,0.117,0.6,0.2,0.8,1.2,365,853,0.428,,,,365,853,0.428,0.428,173,233,0.742,62,97,159,240,140,26,,143,903,2,1
1976,Bill Willoughby,SF,18,ATL,62,,870,13.8,0.445,,0.352,11.9,22.6,17.1,5.1,2,1.8,,,0.1,1,1.1,0.063,-3.1,-0.4,-3.4,-0.3,113,284,0.398,,,,113,284,0.398,0.398,66,100,0.66,103,185,288,31,37,29,,87,292,0,0
1977,Tom Abernethy,SF,22,LAL,70,,1378,12.7,0.538,,0.384,8.5,12.9,10.8,8.9,1.6,0.4,,,1.8,1.3,3.1,0.11,-0.7,0.3,-0.4,0.5,169,349,0.484,,,,169,349,0.484,0.484,101,134,0.754,113,178,291,98,49,10,,118,439,0,0
1977,Bird Averitt,SG,24,BUF,75,,1136,11.2,0.425,,0.273,1.8,5.2,3.5,18.2,1.2,0.2,,,-1.4,0.3,-1.1,-0.046,-3.4,-4.3,-7.7,-1.6,234,619,0.378,,,,234,619,0.378,0.378,121,169,0.716,20,58,78,134,30,5,,127,589,0,0
1977,Tom Barker,C,21,ATL,59,,1354,11.5,0.468,,0.376,8.6,23.2,15.8,6.4,1.1,1.7,,,-0.4,1.4,1,0.035,-3.4,0.2,-3.2,-0.4,182,436,0.417,,,,182,436,0.417,0.417,112,164,0.683,111,290,401,60,33,41,,223,476,0,0
1977,Marvin Barnes,PF,24,DET,53,,989,15,0.49,,0.345,7.2,19.3,13.3,6.1,1.7,1.7,,,0.3,1,1.3,0.063,-1.9,-1.2,-3.2,-0.3,202,452,0.447,,,,202,452,0.447,0.447,106,156,0.679,69,184,253,45,38,33,,139,510,0,0
1977,Norton Barnhill,SG,23,SEA,4,,10,4.7,0.333,,0,19.8,10.7,15.4,15,0,0,,,0,0,0,-0.198,-3,-4.2,-7.2,0,2,6,0.333,,,,2,6,0.333,0.333,0,0,,2,1,3,1,0,0,,5,4,0,0
1977,Mike Barr,SG,26,KCK,73,,1224,10.3,0.469,,0.204,2.7,8.5,5.5,17.9,1.9,0.8,,,0.4,1,1.4,0.054,-3.1,0,-3,-0.3,122,279,0.437,,,,122,279,0.437,0.437,41,57,0.719,33,97,130,175,52,18,,96,285,0,0
1977,Tim Bassett,PF,25,NYN,76,,2442,10.5,0.421,,0.24,6.9,20.4,13.3,6.7,1.8,1.2,,,-1.9,3.4,1.5,0.029,-4.5,1.5,-3,-0.6,293,739,0.396,,,,293,739,0.396,0.396,101,177,0.571,175,466,641,109,95,53,,246,687,0,0
