Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AS,IFAS
1985,Tony Brown,SF,24,IND,82,26,1586,10.8,0.503,0.013,0.368,9.6,9.5,9.6,13.4,1.7,0.4,17.7,16.3,0.4,1.4,1.8,0.054,-1.3,0.1,-1.1,0.3,214,465,0.46,0,6,0,214,459,0.466,0.46,116,171,0.678,146,142,288,159,59,12,116,212,544,0,0
1985,Steve Burtt,SG,22,GSW,47,0,418,7.4,0.444,0.005,0.41,2.5,5.3,3.8,6.8,2.3,0.5,12.9,23.9,-0.5,0.1,-0.4,-0.043,-5.3,-3.3,-8.6,-0.7,72,188,0.383,0,1,0,72,187,0.385,0.383,53,77,0.688,10,18,28,20,21,4,33,76,197,0,0
1985,Michael Cage,PF,23,LAC,75,41,1610,12.5,0.582,0,0.344,9,17.7,13.5,4.2,1.2,1.1,15,13.7,1.8,1.4,3.2,0.096,-1.1,0,-1.1,0.4,216,398,0.543,0,0,,216,398,0.543,0.543,101,137,0.737,126,266,392,51,41,32,81,164,533,0,0
1985,Tony Campbell,SF,22,DET,56,0,625,10.3,0.54,0.004,0.267,6.6,8.4,7.4,5.1,2,0.3,19.1,22.2,-0.2,0.6,0.4,0.031,-2.9,-1.3,-4.3,-0.4,130,262,0.496,0,1,0,130,261,0.498,0.496,56,70,0.8,41,48,89,24,28,3,69,107,316,0,0
1985,Rick Carlisle,SG,25,BOS,38,0,179,7.2,0.45,0.03,0.254,5.2,7.7,6.5,17.5,0.8,0,20.3,21.3,-0.2,0.1,-0.1,-0.021,-5,-2.7,-7.7,-0.3,26,67,0.388,0,2,0,26,65,0.4,0.388,15,17,0.882,8,13,21,25,3,0,19,21,67,0,0
1985,Antoine Carr,PF,23,ATL,62,15,1195,13,0.578,0.016,0.341,7.3,13.8,10.6,9.5,1.2,3.7,20,18.6,0.6,1.5,2.1,0.084,-1.5,1.8,0.3,0.7,198,375,0.528,2,6,0.333,196,369,0.531,0.531,101,128,0.789,79,153,232,80,29,78,108,219,499,0,0
1985,Ron Cavenall,C,25,NYK,53,2,653,4.1,0.378,0,0.453,9.2,20.7,14.7,3.5,0.9,3.9,30.4,9.4,-1,0.7,-0.2,-0.016,-6.8,2.4,-4.4,-0.4,28,86,0.326,0,0,,28,86,0.326,0.326,22,39,0.564,53,113,166,19,12,42,45,123,78,0,0
1985,Steve Colter,PG,22,POR,78,22,1462,12.5,0.52,0.155,0.273,3.1,8.4,5.7,21.2,2.4,0.3,17.3,17.5,0.9,1.4,2.3,0.076,-0.7,-0.9,-1.6,0.2,216,477,0.453,26,74,0.351,190,403,0.471,0.48,98,130,0.754,40,110,150,243,75,9,112,142,556,0,0
1985,Devin Durrant,SF,24,IND,59,8,756,8.8,0.47,0.011,0.372,6.8,10.5,8.6,14.5,1.1,0.7,19.5,20.6,-0.7,0.6,-0.1,-0.008,-4,-1.2,-5.2,-0.6,114,274,0.416,0,3,0,114,271,0.421,0.416,72,102,0.706,49,75,124,80,19,10,77,106,300,0,0
1985,Kenton Edelin,SF,22,IND,10,1,143,3.3,0.333,0,0.615,5.9,13.4,9.6,8.2,1.6,1.6,15.4,5.4,0,0.2,0.1,0.042,-4.5,2.4,-2.1,0,4,13,0.308,0,0,,4,13,0.308,0.308,3,8,0.375,8,18,26,10,5,4,3,39,11,0,0
1985,Kenny Fields,SF,22,MIL,51,1,535,8.9,0.471,0,0.188,8.6,8.9,8.7,9.6,0.8,1.1,13.4,18.2,0.1,0.6,0.7,0.06,-2.8,-0.7,-3.5,-0.2,84,191,0.44,0,0,,84,191,0.44,0.44,27,36,0.75,41,43,84,38,9,10,32,84,195,0,0
1985,Vern Fleming,PG,22,IND,80,65,2486,12.8,0.526,0.004,0.368,6.2,7.5,6.9,14,1.8,0.2,15.5,20.1,1.3,2,3.3,0.063,-0.4,-0.4,-0.8,0.8,433,922,0.47,0,4,0,433,918,0.472,0.47,260,339,0.767,148,175,323,247,99,8,197,232,1126,0,0
1985,Lancaster Gordon,SG,22,LAC,63,1,682,8.2,0.42,0.031,0.171,4.4,5.5,5,17.6,2.3,0.5,18.3,22.6,-1.2,0.4,-0.8,-0.055,-4.7,-1.6,-6.3,-0.7,110,287,0.383,2,9,0.222,108,278,0.388,0.387,37,49,0.755,26,35,61,88,33,6,69,61,259,0,0
1985,Butch Graves,SG,23,CLE,4,0,11,-0.8,0.305,0.167,0.833,0,19.7,9.8,13.1,4.3,0,10.9,33.6,-0.1,0,-0.1,-0.243,-9.6,-0.9,-10.4,0,2,6,0.333,0,1,0,2,5,0.4,0.333,1,5,0.2,0,2,2,1,1,0,1,4,5,0,0
1985,Stuart Gray,C,21,IND,52,0,391,4.6,0.453,0,0.511,7.8,25.6,16.6,4.8,1.1,2,31.2,16.5,-1,0.5,-0.4,-0.052,-8.6,0.3,-8.3,-0.6,35,92,0.38,0,0,,35,92,0.38,0.38,32,47,0.681,29,94,123,15,9,14,51,82,102,0,0
1985,Mike Holton,SG,23,PHO,74,59,1761,8.9,0.497,0.078,0.205,2,6.5,4.2,15.2,1.6,0.2,16.4,17.4,-0.6,1.4,0.8,0.023,-3,-0.9,-3.9,-0.9,257,576,0.446,14,45,0.311,243,531,0.458,0.458,96,118,0.814,30,102,132,198,59,6,123,141,624,0,0
1985,Jay Humphries,SG,22,PHO,80,39,2062,10.6,0.502,0.032,0.272,1.8,7.1,4.5,22.6,2.4,0.2,19.2,17.1,-0.2,2.2,1.9,0.044,-2.5,-0.2,-2.7,-0.4,279,626,0.446,4,20,0.2,275,606,0.454,0.449,141,170,0.829,32,132,164,350,107,8,167,209,703,0,0
1985,Ralph Jackson,PG,22,IND,1,0,12,15.6,0.333,0,0,8.7,0,4.4,41.7,7.6,0,25,13.1,0,0,0,0.069,-1.9,1,-0.9,0,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,1,0,1,4,2,0,1,1,2,0,0
1985,Earl Jones,C,24,LAL,2,0,7,-11,0,0,0,0,0,0,0,0,0,50,11.6,0,0,0,-0.307,-14.2,-1.3,-15.5,0,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
1985,Ozell Jones,C,24,SAS,67,6,888,11.4,0.566,0.006,0.461,8.5,21.4,15.2,7.7,1.6,3.6,22,12.5,0.1,1.2,1.3,0.073,-2.4,2.4,0,0.4,106,180,0.589,0,1,0,106,179,0.592,0.589,33,83,0.398,65,173,238,56,30,57,61,139,245,0,0
1985,Michael Jordan,SG,21,CHI,82,82,3144,25.8,0.592,0.032,0.459,6.3,13.2,9.8,25.3,3,1.3,13,29.8,10.3,3.7,14,0.213,6.8,1.4,8.2,8.1,837,1625,0.515,9,52,0.173,828,1573,0.526,0.518,630,746,0.845,167,367,534,481,196,69,291,285,2313,14,1
1985,Jerome Kersey,SF,22,POR,77,0,958,15.3,0.524,0.008,0.487,11.1,12.9,12,8.8,2.4,1.7,12.8,21.4,1,1.2,2.2,0.111,-0.4,-0.3,-0.7,0.3,178,372,0.478,0,3,0,178,369,0.482,0.478,117,181,0.646,95,111,206,63,49,29,66,147,473,0,0
1985,Tim McCormick,C,22,SEA,78,27,1584,14.7,0.606,0.002,0.545,10.7,18.4,14.6,7.4,0.5,1.2,16,18.8,2.3,1.5,3.8,0.114,-0.7,-0.9,-1.6,0.2,269,483,0.557,0,1,0,269,482,0.558,0.557,188,263,0.715,146,252,398,78,18,33,114,207,726,0,0
1985,Jay Murphy,PF,22,LAC,23,0,149,-0.9,0.236,0.02,0.42,4.6,25.2,15.2,3.2,0.3,0.7,11.9,18.4,-0.6,0.1,-0.5,-0.154,-11.9,-2.7,-14.6,-0.5,8,50,0.16,0,1,0,8,49,0.163,0.16,12,21,0.571,6,35,41,4,1,2,8,21,28,0,0
1985,Hakeem Olajuwon,C,22,HOU,82,82,2914,21.1,0.564,0,0.438,16.9,20.4,18.7,5.3,1.6,4.3,13.5,23.5,5.3,4.9,10.2,0.168,2,1.4,3.4,4,677,1258,0.538,0,0,,677,1258,0.538,0.538,338,551,0.613,440,534,974,111,99,220,234,344,1692,12,1
1985,Sam Perkins,PF,23,DAL,82,42,2317,15,0.535,0.049,0.332,9.1,20.9,14.9,7.8,1.3,1.6,10.8,17.1,3.2,2.6,5.8,0.12,-0.1,0.9,0.8,1.7,347,736,0.471,9,36,0.25,338,700,0.483,0.478,200,244,0.82,189,416,605,135,63,63,102,236,903,0,0
1985,Jim Petersen,PF,22,HOU,60,0,714,6.6,0.549,0,0.458,6.9,16.1,11.5,4.8,0.9,2.5,29.1,13.5,-0.5,0.9,0.3,0.023,-4.8,0.9,-3.9,-0.3,70,144,0.486,0,0,,70,144,0.486,0.486,50,66,0.758,44,103,147,29,14,32,71,125,190,0,0
1985,Gary Plummer,PF,22,GSW,66,0,702,7.5,0.459,0.017,0.397,7.9,14,10.7,4.9,1,1.1,15.5,18,-0.4,0.2,-0.2,-0.012,-4.6,-2.2,-6.8,-0.9,92,232,0.397,1,4,0.25,91,228,0.399,0.399,65,92,0.707,54,80,134,26,15,14,50,127,250,0,0
1985,David Pope,SF,22,KCK,22,0,129,2.1,0.349,0.019,0.245,8,7.9,8,4.9,1.1,1.3,10.7,20.1,-0.3,0,-0.2,-0.088,-6.7,-2.8,-9.4,-0.2,17,53,0.321,0,1,0,17,52,0.327,0.321,7,13,0.538,9,9,18,5,3,3,7,30,41,0,0
1985,Alvin Robertson,SG,22,SAS,79,9,1685,15.3,0.538,0.018,0.282,8,9.7,8.9,21.5,3.5,0.8,19.8,20,1.1,2,3.1,0.087,0.7,1.3,2,1.7,299,600,0.498,4,11,0.364,295,589,0.501,0.502,124,169,0.734,116,149,265,275,127,24,167,217,726,4,1
1985,Wayne Sappleton,PF,24,NJN,33,0,298,7.7,0.471,0,0.391,10.2,18.3,14.1,3,1.1,0.8,17.1,16.7,-0.2,0.3,0.1,0.012,-5.1,-1.8,-6.8,-0.4,41,87,0.471,0,0,,41,87,0.471,0.471,14,34,0.412,28,47,75,7,7,4,21,50,96,0,0
1985,Tom Scheffler,C,30,POR,39,0,268,6.9,0.435,0,0.392,7.5,24.1,15.9,4.8,1.4,2.2,20.1,11.1,-0.2,0.4,0.2,0.037,-5.6,1,-4.6,-0.2,21,51,0.412,0,0,,21,51,0.412,0.412,10,20,0.5,18,58,76,11,8,11,15,48,52,0,0
1985,John Schweitz,SG,24,SEA,19,0,110,5.8,0.364,0.054,0.135,6.3,15.8,11.1,27.1,0,0.5,15.2,35.2,-0.5,0.1,-0.4,-0.191,-6.9,-3.3,-10.2,-0.2,25,74,0.338,0,4,0,25,70,0.357,0.338,7,10,0.7,6,15,21,18,0,1,14,12,57,0,0
1985,Tom Sewell,SG,22,WSB,21,0,87,-2.7,0.265,0.056,0.111,2.5,2.6,2.5,8.8,1.7,0.7,15.6,21.4,-0.5,0.1,-0.4,-0.201,-11.1,-2,-13.1,-0.2,9,36,0.25,0,2,0,9,34,0.265,0.25,2,4,0.5,2,2,4,6,3,1,7,13,20,0,0
1985,Charlie Sitton,SF,22,DAL,43,0,304,8,0.433,0.021,0.266,8.8,13.8,11.2,11.1,1.1,1.1,15.3,17.1,-0.2,0.3,0.1,0.008,-3.7,-0.5,-4.2,-0.2,39,94,0.415,0,2,0,39,92,0.424,0.415,13,25,0.52,24,36,60,26,7,6,19,50,91,0,0
1985,Tom Sluby,SG,22,DAL,31,0,151,12.2,0.543,0.034,0.362,3.7,5.4,4.5,15.2,1,0,14.1,21.7,0.1,0.1,0.2,0.052,-1.6,-3.5,-5.1,-0.1,30,58,0.517,0,2,0,30,56,0.536,0.517,13,21,0.619,5,7,12,16,3,0,11,18,73,0,0
1985,Terence Stansbury,SG,23,IND,74,14,1278,10.3,0.512,0.055,0.275,3.2,6.2,4.7,13.8,1.7,0.5,13.5,18.3,0.5,1,1.5,0.056,-2,-1.4,-3.4,-0.4,210,458,0.459,4,25,0.16,206,433,0.476,0.463,102,126,0.81,39,75,114,127,47,12,80,205,526,0,0
1985,John Stockton,PG,22,UTA,82,5,1490,13.3,0.548,0.033,0.58,1.9,5.4,3.6,35.9,3.3,0.4,26.4,15.1,0.8,2.3,3.1,0.1,-2,-0.7,-2.6,-0.2,157,333,0.471,2,11,0.182,155,322,0.481,0.474,142,193,0.736,26,79,105,415,109,11,150,203,458,10,1
1985,Peter Thibeaux,SF,23,GSW,51,1,461,11.7,0.515,0.01,0.344,6.5,10.6,8.4,5.4,1.1,2.1,13.2,22,0.1,0.1,0.3,0.027,-3,-2.7,-5.7,-0.4,94,195,0.482,0,2,0,94,193,0.487,0.482,43,67,0.642,29,40,69,17,11,17,34,85,231,0,0
1985,Bernard Thompson,SF,22,POR,59,0,535,9.5,0.42,0.038,0.241,7.8,8.1,8,12.4,2.7,1,13,20,-0.3,0.6,0.2,0.022,-3.2,-0.5,-3.6,-0.2,79,212,0.373,0,8,0,79,204,0.387,0.373,39,51,0.765,37,39,76,52,31,10,35,79,197,0,0
1985,Otis Thorpe,PF,22,KCK,82,23,1918,16.6,0.62,0.003,0.542,11.2,21.8,16.5,8.1,0.8,1.1,18.1,21.3,2.8,1.3,4,0.1,0.7,-1.1,-0.4,0.8,411,685,0.6,0,2,0,411,683,0.602,0.6,230,371,0.62,187,369,556,111,34,37,187,256,1052,1,1
1985,Jeff Turner,PF,22,NJN,72,36,1429,7.4,0.504,0.008,0.244,6.7,10.5,8.6,9.4,1,0.3,17.7,14.3,0.2,1,1.2,0.04,-2.7,-0.4,-3.1,-0.4,171,377,0.454,0,3,0,171,374,0.457,0.454,79,92,0.859,88,130,218,108,29,7,90,243,421,0,0
1985,Melvin Turpin,C,24,CLE,79,45,1949,13.1,0.541,0,0.195,8.6,16.5,12.6,2.7,0.9,2.5,13.3,18.3,1.1,2,3.1,0.075,-2.1,0,-2.1,0,363,711,0.511,0,0,,363,711,0.511,0.511,109,139,0.784,155,297,452,36,38,87,118,211,835,0,0
1985,Willie White,SG,22,DEN,39,0,234,10.5,0.469,0.089,0.25,6.4,10.2,8.2,16.4,1,0.5,17.9,27.1,-0.3,0.1,-0.2,-0.035,-3.7,-3.5,-7.1,-0.3,52,124,0.419,4,11,0.364,48,113,0.425,0.435,21,31,0.677,15,21,36,29,5,2,30,24,129,0,0
1985,Eddie Lee,C,22,NYK,54,16,917,9.5,0.52,0.009,0.524,10.6,22.9,16.6,2.4,1.1,1.1,18.3,15.8,-0.2,1,0.8,0.043,-4.1,-1.1,-5.2,-0.7,116,233,0.498,0,2,0,116,231,0.502,0.498,66,122,0.541,86,176,262,16,21,16,64,155,298,0,0
1985,Dale Wilkinson,SF-PF,24,TOT,12,0,45,-1.3,0.367,0.063,0.438,2.5,7.2,4.8,5.6,0,0,17.3,20.8,-0.1,0,-0.1,-0.124,-9,-4.4,-13.4,-0.1,4,16,0.25,0,1,0,4,15,0.267,0.25,6,7,0.857,1,3,4,2,0,0,4,10,14,0,0
1985,Guy Williams,SF,24,WSB,21,0,119,14.7,0.468,0.063,0.079,13.6,11.4,12.5,11.7,2,1,10.9,25.6,0,0.2,0.1,0.05,-1,-0.9,-1.9,0,29,63,0.46,1,4,0.25,28,59,0.475,0.468,2,5,0.4,15,12,27,9,5,2,8,17,61,0,0
1985,Kevin Willis,PF,22,ATL,82,19,1785,12.9,0.497,0.013,0.262,11,20.9,16,2.9,0.8,1.5,11.9,20.2,0.4,2.2,2.7,0.072,-2.9,-1.4,-4.4,-1.1,322,690,0.467,2,9,0.222,320,681,0.47,0.468,119,181,0.657,177,345,522,36,31,49,104,226,765,1,1
1985,Othell Wilson,PG,23,GSW,74,23,1260,10.8,0.501,0.055,0.261,2.9,9.3,5.8,22.2,2.8,0.5,22.6,13.1,0.1,0.7,0.7,0.028,-2.4,-0.3,-2.7,-0.2,134,291,0.46,3,16,0.188,131,275,0.476,0.466,54,76,0.711,35,96,131,217,77,12,95,122,325,0,0
1985,Leon Wood,PG,22,PHI,38,1,269,9.1,0.419,0.224,0.194,1.3,6.2,3.8,24.5,1.4,0,14.7,25.5,-0.3,0.2,-0.2,-0.029,-3.5,-4.3,-7.7,-0.4,50,134,0.373,4,30,0.133,46,104,0.442,0.388,18,26,0.692,3,15,18,45,8,0,25,17,122,0,0
1985,Danny Young,PG,22,SEA,3,0,26,0.5,0.2,0.1,0,0,13.4,6.7,10.2,5.6,0,16.7,19.3,-0.2,0,-0.1,-0.188,-11.6,2.1,-9.4,0,2,10,0.2,0,1,0,2,9,0.222,0.2,0,0,,0,3,3,2,3,0,2,2,4,0,0
1985,Michael Young,SF,24,PHO,2,0,11,5.8,0.333,0.167,0,10.5,10.1,10.3,0,0,0,0,22.2,0,0,0,-0.072,-7.6,-8,-15.6,0,2,6,0.333,0,1,0,2,5,0.4,0.333,0,0,,1,1,2,0,0,0,0,0,4,0,0
1986,Michael Adams,PG,23,SAC,18,0,139,8,0.406,0.068,0.273,1.6,3.2,2.4,20.3,3,0.4,18.2,17.5,-0.2,0.1,-0.1,-0.028,-5.2,-1.9,-7.1,-0.2,16,44,0.364,0,3,0,16,41,0.39,0.364,8,12,0.667,2,4,6,22,9,1,11,9,40,1,1
1986,John Battle,SG,23,ATL,64,0,639,11.7,0.518,0.032,0.464,2.1,8.6,5.3,16.3,1.7,0.3,15,20.1,0.4,0.6,1,0.074,-1.8,-1,-2.8,-0.1,101,222,0.455,0,7,0,101,215,0.47,0.455,75,103,0.728,12,50,62,74,23,3,47,80,277,0,0
1986,Benoit Benjamin,C,21,LAC,79,37,2088,16.1,0.551,0.005,0.464,8.4,23.6,15.9,5.4,1.4,5.3,15.4,18.1,1.7,2.3,4,0.093,-2,1.7,-0.3,0.9,324,661,0.49,1,3,0.333,323,658,0.491,0.491,229,307,0.746,161,439,600,79,64,206,145,286,878,0,0
1986,Uwe Blab,C,23,DAL,48,0,409,7.6,0.502,0,0.713,6.9,17.4,12.2,5.1,0.3,1.6,18.5,15.1,-0.1,0.2,0.1,0.01,-4.3,-1.4,-5.7,-0.4,44,94,0.468,0,0,,44,94,0.468,0.468,36,67,0.537,25,66,91,17,3,12,28,65,124,0,0
1986,Manute Bol,C,23,WSB,80,60,2090,11.2,0.472,0.004,0.309,6.4,18.3,12.4,1.4,0.6,10.6,17.1,7.6,-0.4,4.2,3.9,0.089,-5.2,6.4,1.2,1.7,128,278,0.46,0,1,0,128,277,0.462,0.46,42,86,0.488,123,354,477,23,28,397,65,255,298,0,0
1986,Mike Brittain,C,22,SAS,32,2,219,4.4,0.526,0,0.442,5.4,19.8,12.8,2.8,0.6,3.1,28,13.1,-0.3,0.2,0,-0.01,-6.7,0.1,-6.6,-0.3,22,43,0.512,0,0,,22,43,0.512,0.512,10,19,0.526,10,39,49,5,3,12,20,54,54,0,0
1986,Terry Catledge,PF,22,PHI,64,7,1092,12.6,0.502,0.009,0.323,11,16.9,13.9,2.8,1.4,0.4,12.3,20.7,0.6,1.1,1.7,0.074,-2.4,-2.5,-4.9,-0.8,202,431,0.469,0,4,0,202,427,0.473,0.469,90,139,0.647,107,165,272,21,31,8,69,127,494,0,0
1986,Lorenzo Charles,SF,22,ATL,36,0,273,11.5,0.587,0,0.409,5.3,10.5,7.9,4.2,0.4,1.3,14.8,18.2,0.3,0.2,0.5,0.086,-1.9,-1.6,-3.6,-0.1,49,88,0.557,0,0,,49,88,0.557,0.557,24,36,0.667,13,26,39,8,2,6,18,37,122,0,0
1986,Fred Cofield,PG,24,NYK,45,1,469,7.9,0.428,0.082,0.109,1.4,10.1,5.5,26.6,2.1,0.4,20.3,21.6,-0.9,0.6,-0.4,-0.039,-5,-0.8,-5.8,-0.5,75,184,0.408,3,15,0.2,72,169,0.426,0.416,12,20,0.6,6,40,46,82,20,3,49,65,165,0,0
1986,David Cooke,PF,22,SAC,6,0,38,6.7,0.292,0,0.909,15,14.8,14.9,3.1,5,0,11.5,18.5,-0.1,0.1,0,-0.043,-6,0.4,-5.6,0,2,11,0.182,0,0,,2,11,0.182,0.182,5,10,0.5,5,5,10,1,4,0,2,5,9,0,0
1986,Tyrone Corbin,SF,23,SAS,16,0,174,9.7,0.456,0.016,0.219,7.4,8.9,8.2,8.4,2.9,0.6,14.6,19,-0.1,0.2,0.1,0.017,-3.4,-0.3,-3.7,-0.1,27,64,0.422,0,1,0,27,63,0.429,0.422,10,14,0.714,11,14,25,11,11,2,12,21,64,0,0
1986,Ron Crevier,C,27,TOT,3,0,4,-31.7,0,0,0.667,25.9,0,13.3,0,0,0,0,38,-0.1,0,-0.1,-0.795,-24,-13.5,-37.4,0,0,3,0,0,0,,0,3,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0
1986,Jeff Cross,PF,24,LAC,21,0,128,1.5,0.371,0,1.042,7.7,18.4,13,1,0.7,1.3,14.6,12.8,-0.2,0.1,-0.1,-0.038,-7.4,-2.7,-10.1,-0.3,6,24,0.25,0,0,,6,24,0.25,0.25,14,25,0.56,9,21,30,1,2,3,6,38,26,0,0
1986,Joe Dumars,SG,22,DET,82,45,1957,12.9,0.548,0.027,0.399,3.2,3.3,3.2,24.8,1.6,0.3,18.4,17.2,2.2,1,3.2,0.079,-0.2,-2,-2.2,-0.1,287,597,0.481,5,16,0.313,282,581,0.485,0.485,190,238,0.798,60,59,119,390,66,11,158,200,769,6,1
1986,Patrick Ewing,C,23,NYK,50,50,1771,17.4,0.526,0.006,0.376,7.6,21.9,14.4,9.6,1.5,3.6,15.3,26.5,0,3.1,3.1,0.084,-1.3,2.2,0.9,1.3,386,814,0.474,0,5,0,386,809,0.477,0.474,226,306,0.739,124,327,451,102,54,103,172,191,998,11,1
1986,Georgi Glouchkov,PF,26,PHO,49,16,772,5.7,0.455,0.005,0.584,4.8,18.9,12.1,5.3,1.5,1.8,22.4,17.5,-1.4,0.9,-0.5,-0.029,-7,0.4,-6.6,-0.9,84,209,0.402,1,1,1,83,208,0.399,0.404,70,122,0.574,31,132,163,32,26,25,76,124,239,0,0
1986,A.C. Green,PF,22,LAL,82,1,1542,11.8,0.564,0.015,0.43,12.4,15.5,14,4.2,1.5,1.7,17.7,14.7,1.4,2,3.3,0.103,-0.5,0.8,0.3,0.9,209,388,0.539,1,6,0.167,208,382,0.545,0.54,102,167,0.611,160,221,381,54,49,49,99,229,521,0,0
1986,Ken Green,PF,26,NYK,7,0,72,19.3,0.501,0,0.333,18,24.7,21.2,4.4,2.7,0,3.1,18.6,0.1,0.1,0.3,0.184,0.2,-0.8,-0.5,0,13,27,0.481,0,0,,13,27,0.481,0.481,5,9,0.556,12,15,27,2,4,0,1,8,31,0,0
1986,Kenny Green,SF,21,TOT,41,0,453,8.7,0.471,0.005,0.255,6.5,11.2,8.9,2.9,0.5,1.1,14.1,22.5,-0.4,0.4,0,-0.003,-5.3,-3.3,-8.6,-0.8,83,192,0.432,0,1,0,83,191,0.435,0.432,35,49,0.714,27,46,73,9,5,9,35,53,201,0,0
1986,Claude Gregory,PF,27,WSB,2,0,2,23,0.5,0,0,100,0,54.1,0,24.2,0,50,83.6,0,0,0,-0.64,-11.5,1.4,-10.2,0,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,0,2,0,1,0,2,1,2,0,0
1986,Steve Harris,SG,22,HOU,57,0,482,14,0.5,0.021,0.232,5.5,7.2,6.4,14.1,2,0.5,11.7,23.6,0.4,0.4,0.8,0.078,-1.3,-2.4,-3.7,-0.2,103,233,0.442,1,5,0.2,102,228,0.447,0.444,50,54,0.926,25,32,57,50,21,4,34,55,257,0,0
1986,Jerome Henderson,C,26,LAL,1,0,3,37.7,0.667,0,0,0,36.1,18.9,0,0,0,0,40.3,0,0,0,0.349,2.2,-13.1,-10.9,0,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,1,1,0,0,0,0,1,4,0,0
1986,Carl Henry,SG,25,SAC,28,0,149,12.5,0.524,0.149,0.254,6.1,8.3,7.2,3.9,1.6,0,10.8,22.7,0.1,0.1,0.2,0.049,-2,-3.8,-5.8,-0.1,31,67,0.463,4,10,0.4,27,57,0.474,0.493,12,17,0.706,8,11,19,4,5,0,9,11,78,0,0
1986,Alfredrick Hughes,SG,23,SAS,68,0,866,8.2,0.435,0.046,0.226,6.6,8.2,7.4,9.6,1.4,0.3,13.3,21.9,-1,0.5,-0.5,-0.029,-4.3,-2.3,-6.5,-1,152,372,0.409,3,17,0.176,149,355,0.42,0.413,49,84,0.583,49,64,113,61,26,5,63,79,356,0,0
1986,Ken Johnson,PF,23,POR,64,0,815,9.3,0.523,0,0.397,12.5,21.3,16.9,3,0.7,1.5,19,15.1,0,0.8,0.8,0.044,-3.6,-1.4,-5,-0.6,113,214,0.528,0,0,,113,214,0.528,0.528,37,85,0.435,90,153,243,19,13,22,59,147,263,0,0
1986,Yvon Joseph,C,28,NJN,1,0,5,12.8,1.136,,,0,0,0,0,0,0,0,7,0,0,0,0.309,2.7,-3.6,-0.9,0,0,0,,0,0,,0,0,,,2,2,1,0,0,0,0,0,0,0,1,2,0,0
1986,Harold Keeling,SG,22,DAL,20,0,75,16.1,0.487,0,0.359,4.5,4.3,4.4,19.3,4.4,0,13.4,28.4,0,0.1,0.1,0.041,-1.2,-2,-3.2,0,17,39,0.436,0,0,,17,39,0.436,0.436,10,14,0.714,3,3,6,10,7,0,7,9,44,0,0
1986,Joe Kleine,C,24,SAC,80,18,1180,9.7,0.516,0,0.378,10.9,24.8,17.9,5.1,1,1.6,21.1,17.4,-0.4,1.3,0.9,0.037,-4.3,-0.3,-4.6,-0.8,160,344,0.465,0,0,,160,344,0.465,0.465,94,130,0.723,113,260,373,46,24,34,107,224,414,0,0
1986,Jon Koncak,C,22,ATL,82,15,1695,13,0.539,0.002,0.495,11.2,19.2,15.2,4.5,1,2.4,14.9,17.9,1.4,2.4,3.7,0.106,-1.2,0.7,-0.5,0.7,263,519,0.507,0,1,0,263,518,0.508,0.507,156,257,0.607,171,296,467,55,37,69,111,296,682,0,0
1986,Keith Lee,PF,23,CLE,58,38,1197,12,0.51,0.024,0.253,10.7,21.7,16.2,7.7,1.1,1.8,15.6,17.1,0.5,1.4,1.9,0.075,-1.7,1.1,-0.7,0.4,177,380,0.466,2,9,0.222,175,371,0.472,0.468,75,96,0.781,116,235,351,67,29,37,78,204,431,0,0
1986,Karl Malone,PF,22,UTA,81,76,2475,13.7,0.504,0.002,0.399,7.8,23.6,15.8,14.2,2,1,18.9,24.1,-2.4,4.3,1.9,0.036,-2.4,2,-0.5,1,504,1016,0.496,0,2,0,504,1014,0.497,0.496,195,405,0.481,174,544,718,236,105,44,279,295,1203,14,1
1986,Bill Martin,SF,23,IND,66,0,691,11.5,0.516,0.027,0.181,6.6,9.4,8,11.3,1.4,0.6,15.3,22.6,0,0.7,0.6,0.045,-2.3,-1.5,-3.8,-0.3,143,298,0.48,0,8,0,143,290,0.493,0.48,46,54,0.852,42,60,102,52,21,7,58,108,332,0,0
1986,Brian Martin,SF-PF,23,TOT,8,0,21,-1.6,0.381,0,0.286,5.5,17.3,11.3,0,0,2.9,20.2,19,-0.1,0,-0.1,-0.132,-11.5,-4.3,-15.8,-0.1,3,7,0.429,0,0,,3,7,0.429,0.429,0,2,0,1,3,4,0,0,1,2,7,6,0,0
1986,Dwayne McClain,SF,22,IND,45,4,461,8.3,0.402,0.05,0.194,3.3,3.7,3.5,20.2,3.9,0.5,17,21,-0.9,0.6,-0.3,-0.026,-4.6,-0.2,-4.8,-0.3,69,180,0.383,1,9,0.111,68,171,0.398,0.386,18,35,0.514,14,16,30,67,38,4,40,61,157,0,0
